"Time [s]"	"Current(EndConnection) [kA]"	"RingCurrent(EndConnection) [kA]"
1.17899999999998	0.362118184617576	0.335567398296069
1.17999999999998	0.435944483108231	0.209154799043991
1.18099999999998	0.424804337104007	0.0455607500921334
1.18199999999998	0.402571891368606	0.0249996710999817
1.18299999999998	0.405961635390647	0.0771847501642698
1.18399999999998	0.360540355448144	0.268133277430781
1.18499999999998	0.354624858945302	0.352867356311112
1.18599999999998	0.449332670139995	0.201514065831353
1.18699999999998	0.467831416412357	0.0356967584470491
1.18799999999998	0.372420111042092	0.0735432570436235
1.18899999999998	0.348399691819162	0.272585507022109
1.18999999999998	0.397442172386045	0.391895127446955
1.19099999999998	0.380683835441218	0.335211615085139
1.19199999999998	0.424102124810699	0.211692284179173
1.19299999999998	0.455387315061579	0.0979807561466265
1.19399999999998	0.411213904611698	0.131119829883988
1.19499999999998	0.338656203961775	0.369399525872228
1.19599999999998	0.376797622881391	0.47793325222694
1.19699999999998	0.446840773641645	0.326392845437491
1.19799999999998	0.424355774661919	0.18602508781984
1.19899999999998	0.395705309626352	0.189257489386938
1.19999999999998	0.400104294031544	0.283097972656867
1.20099999999998	0.360822135104382	0.430600234882058
1.20199999999998	0.364728050734981	0.480966277433702
1.20299999999998	0.459855920428451	0.307045730161868
1.20399999999998	0.460758514924657	0.172024758463355
1.20499999999998	0.361188263796021	0.242922179754874
1.20599999999998	0.326054483096926	0.431027006127447
1.20699999999998	0.397816818776048	0.523618177239437
1.20799999999998	0.377897338485368	0.418600244801888
1.20899999999998	0.420144563211373	0.318247400190383
1.20999999999998	0.444075055703192	0.227244215399168
1.21099999999998	0.382647575539133	0.305866081538424
1.21199999999998	0.321025215607209	0.530751338303142
1.21299999999998	0.379204736617124	0.561959768233587
1.21399999999998	0.446943467428031	0.405397988080062
1.21499999999998	0.413092633695644	0.309524780704124
1.21599999999998	0.372339110029093	0.339130198717819
1.21699999999998	0.38412392738124	0.459693357443234
1.21799999999998	0.35513114263605	0.596630183054379
1.21899999999998	0.367342993950827	0.580857716546868
1.21999999999998	0.469121168124721	0.420635633415346
1.22099999999998	0.444529403562395	0.312026355516575
1.22199999999998	0.345833380706438	0.424487001118341
1.22299999999998	0.31006989315708	0.608174664609931
1.22399999999998	0.39318120838763	0.639969676110285
1.22499999999998	0.397572965979691	0.554489636920519
1.22599999999998	0.415597343412768	0.445569190643681
1.22699999999998	0.439288327669815	0.380934682279812
1.22799999999998	0.360997084604668	0.492396501827953
1.22899999999998	0.320647059983903	0.70168693915263
