"Time [s]"	"FluxLinkage(Phase_A) [Wb]"	"FluxLinkage(Phase_C) [Wb]"	"FluxLinkage(Phase_B) [Wb]"
0.045	0.743008716398778	0.417159305917119	-1.02540470393756
0.046	0.989024340556671	0.27314608288074	-1.11614075323559
0.047	1.20651616892573	0.0366560706651077	-1.14663218335213
0.048	1.36802565473053	-0.236364925959975	-1.09997367836808
0.049	1.47023213372391	-0.515019721473798	-0.973554177614632
0.05	1.5155790372452	-0.752044677305452	-0.776383097422444
0.051	1.49863965587517	-0.939561894112038	-0.512909594381721
0.052	1.40618314158662	-1.06843546489046	-0.230834038793436
0.053	1.2465580124028	-1.14054218548158	0.0125314617731572
0.054	1.03667694397286	-1.15021493976076	0.213803358054998
0.055	0.800643192498563	-1.09040080810639	0.36782760836558
0.056	0.547957290775306	-0.950934787465023	0.464730384004973
0.057	0.322837547284997	-0.748206931253557	0.498709696221573
0.058	0.169781829100247	-0.427544605352607	0.47623233626224
0.059	0.0630932840996175	-0.135531533885717	0.349105207318873
0.06	0.0138904897086302	0.120645648527983	0.13684283500121
0.061	0.0246106518509527	0.297194091360553	-0.14437782976518
0.062	0.111215625452755	0.420160014394221	-0.430305880997075
0.063	0.274913064914444	0.494918706375636	-0.658638992001146
0.064	0.485098622288934	0.504775401372544	-0.855039855299326
0.065	0.721703293236004	0.44091728787202	-1.00297210943991
0.066	0.968359603230015	0.298658817526374	-1.09362222852686
0.067	1.18693474372865	0.0631403437490399	-1.12454658460195
0.068	1.34916731713679	-0.211565520379046	-1.0785792654353
0.069	1.45143795343665	-0.493748450451128	-0.952214693070158
0.07	1.49672201520385	-0.73315707271313	-0.753990511263408
