"Time [s]"	"Current(Phase_A) [A]"	"Current(Phase_C) [A]"	"Current(Phase_B) [A]"
1.15399999999998	3.35151968359797	-13.0207214071362	9.66920172353825
1.15499999999998	1.6357297240484	-11.4893439668661	9.85361424281769
1.15599999999998	-2.17689865249448	-8.23984990927154	10.416748561766
1.15699999999998	-6.95685444492638	-3.14864379460055	10.1054982395269
1.15799999999998	-11.0546260612875	1.26509766779478	9.78952839349268
1.15899999999998	-13.0404153852696	3.88659963370897	9.15381575156059
1.15999999999998	-12.9746273086082	4.93162434492426	8.04300296368398
1.16099999999998	-10.6987575547732	6.84610748417905	3.85265007059419
1.16199999999998	-7.09976505528355	9.53988310515347	-2.44011804986992
1.16299999999998	-5.06292668187149	12.6002050576572	-7.53727837578573
1.16399999999998	-3.40923768300184	13.0584801080614	-9.64924242505955
1.16499999999998	-1.7306331589551	11.5496450685371	-9.81901190958198
1.16599999999998	2.08788138624206	8.31613287059497	-10.404014256837
1.16699999999998	6.89536488169373	3.24955220914394	-10.1449170908377
1.16799999999998	11.013422668979	-1.12557466235743	-9.88784800662161
1.16899999999998	13.015579899297	-3.70345478670444	-9.3121251125926
1.16999999999998	12.9824131188673	-4.77037304749242	-8.2120400713749
1.17099999999998	10.7394649531361	-6.7495416521129	-3.98992330102325
1.17199999999998	7.2071928098407	-9.52323769814515	2.31604488830445
1.17299999999998	5.24908053565182	-12.6398912815652	7.39081074591333
1.17399999999998	3.64643588133258	-13.1218962831457	9.47546040181309
1.17499999999998	1.91748010853802	-11.6344728278345	9.71699271929649
1.17599999999998	-1.97344108118599	-8.39590660791743	10.3693476891034
1.17699999999998	-6.83785426647462	-3.34605676852762	10.1839110350022
1.17799999999998	-10.9726948262738	1.0041912140328	9.96850361224103
1.17899999999998	-12.9829600970297	3.57969682506687	9.40326327196284
1.17999999999998	-12.9870147831889	4.70088569404137	8.28612908914749
1.18099999999998	-10.7477497491637	6.72718896701891	4.0205607821448
1.18199999999998	-7.21047942875256	9.52972268175492	-2.31924325300236
1.18299999999998	-5.23643181873545	12.6417929644841	-7.40536114574866
1.18399999999998	-3.58430178132854	13.1136843527639	-9.52938257143541
1.18499999999998	-1.83027781648444	11.5993931461911	-9.76911532970668
1.18599999999998	2.062121075779	8.33503464149568	-10.3971557172747
1.18699999999998	6.89661900804106	3.24489602673207	-10.1415150347731
